Report Date,Net Assets,Total Assets,Gross / Net,Effective Duration,Number of Positions,3M KRD,1Y KRD,5Y KRD,10Y KRD,30Y KRD,Government Related,Agency MBS,Non-Agency MBS,ABS / CLO,Credit & Loans,Municipal / Other,Cash & Repo,Rate Derivative Notional / NAV,FX Forward USD Notional / NAV,Derivative Count,High Quality Proxy,Spread Risk Proxy,Accession
2022-09-30,3030847458.04,4529475182.0,1.4944583139559053,6.204563601538345,1181,0.005754241083211199,0.6546134987252188,2.6162188644385913,2.4902555095599896,0.43772148773133374,0.11288226498462492,0.2858722218783633,0.13236876616072232,0.09987939517838172,0.34926015575561864,0.016874754861782422,0.0028624411805066637,0.18700998672382527,0.009301673215263456,54,0.3987544868629882,0.5815083170947226,0001450011-22-000660
2022-12-31,3211862478.61,4709751572.84,1.466361528304986,6.040540542625084,1126,0.00765243261306657,0.4766675316629895,2.83819488432926,2.30709144368686,0.4109342503329092,0.12093418839361347,0.3002339498619108,0.12720594837619872,0.0958795500548124,0.2934492630010317,0.016513900597588033,0.04578319971484484,0.16424443773455075,0.0017275258006691685,42,0.4211681382555243,0.5165347614320428,0001450011-23-000110
2023-03-31,3279200553.43,4496825525.52,1.3713176282604556,5.885136950051432,1060,0.0052271835499877435,0.44056431608882973,2.8436235325852124,2.1350281034494376,0.4606938143779649,0.1514305109588571,0.32680811842308055,0.1326789204203648,0.08873600322571383,0.26504594375935076,0.01753791106446189,0.017762592148171077,0.040305865080972524,0.0016005913711224437,40,0.4782386293819376,0.4864608674054294,0001450011-23-000364
2023-06-30,3478839020.79,4363029742.19,1.254162585884532,6.192335134124159,1030,0.0026383741027245595,0.3711696406052086,3.1910923032906067,2.231370692003799,0.3960641241218197,0.17426784341823284,0.37272113564263415,0.129662315572645,0.07996130395493169,0.22415700946454212,0.018876745819503393,0.00035364612751073016,0.0,0.0015074196904946576,36,0.546988979060867,0.4337806289921188,0001450011-23-000619
2023-09-30,3561300465.17,6766051796.86,1.8998823219306826,6.310351538998055,1058,0.0701595605913226,0.30569778772317974,3.415821244158715,2.2388567058155804,0.27981624070925765,0.1256418933476108,0.37292265667934993,0.11224153576506261,0.09420422288409326,0.17389064524416314,0.016863384446993084,0.1042356616327273,0.003313396360516501,0.0011723282016870497,62,0.49856455002696076,0.380336403893319,0001450011-23-000839
2023-12-31,3983266945.61,4839560935.32,1.2149727852545082,5.762744931227481,1107,-0.06937950910736125,0.454394860179982,2.9556876135267482,2.066705000447644,0.3553369661804688,0.10770880304220869,0.42857133425625266,0.1277577454907262,0.09959145865598312,0.2083009132877393,0.020688413075239966,0.007381332191850091,0.02880168627072293,0.00041813526252254166,83,0.5362801372984614,0.4356501174344486,0001450011-24-000262
2024-03-31,4182099981.11,6357309014.72,1.5201236324896907,5.62831523139305,1164,-0.03487304811189399,0.4404565494536774,3.167813628296788,1.8399880046214516,0.21493009713302633,0.10993357060317921,0.46570233304413355,0.10384891732190368,0.09611554795740196,0.19174859115476453,0.021501056394651094,0.011149983523966059,0.09787435233228436,0.0003230672906202006,80,0.5756359036473128,0.3917130564340702,0001450011-24-000514
2024-06-30,4326762693.89,7149952770.54,1.6524947810603856,5.860554117106534,1205,0.014275156459868064,0.44517812699551057,3.383341386688994,1.8812829351294533,0.13647651183270842,0.11018593592646488,0.467638511851226,0.10118655446135602,0.08807098585471165,0.1990566018967256,0.020866761240133723,0.012994648769382175,0.20501990727447833,0.0003120990739582102,84,0.5778244477776909,0.38831414221279326,0001450011-24-000677
2024-09-30,4964859240.69,8834678587.72,1.7794419054853579,5.57763378816988,1259,0.011126236181536317,0.25200955534765845,3.04883198867614,1.9714631160881997,0.2942028918763466,0.10512893494411922,0.498352329234467,0.08640870092969247,0.07043315024148264,0.19193344937280502,0.024955842753828957,0.022787592523604846,0.47670290105567525,0.0039616025624256155,60,0.6034812641785862,0.3487753005439801,0001450011-24-000845
2024-12-31,5051397397.45,8891605860.85,1.7602269552853986,6.520633185592884,1273,0.010173404669357866,0.43038039666161887,3.307425886235745,2.4477576538982624,0.32489584412790107,0.12727411583338002,0.46873596269594864,0.09226951576195162,0.07080755735068425,0.19550358409841898,0.026446553706538874,0.018962710553077536,0.42171174443043524,0.004785198254685378,59,0.5960100785293286,0.3585806572110548,0001450011-25-000124
2025-03-31,5533191058.02,9968302632.16,1.8015467977943025,6.269314717233575,1575,0.004922959233536291,0.6061142493821831,3.3311229997117833,2.0486488345346103,0.2785056743714614,0.12506252829480893,0.4667533571223109,0.08166630325521068,0.07521933718965398,0.1953236132144567,0.05162906281926588,0.004345798104292889,0.5569016476077848,0.12061443421019633,318,0.5918158854171198,0.3522092536593214,0001450011-25-000314
2025-06-30,5670440612.36,10258587275.15,1.80913406495945,6.3062719224277695,1536,0.005973713444095492,0.5324534937988549,3.2504176381364154,2.1946040043439825,0.3228230727044221,0.12698089104791394,0.47388910720015776,0.07566117827745694,0.07033403397229472,0.2052858006465468,0.04784898885562978,0.0,0.6291164075352664,0.10216128163079365,268,0.6008699982480716,0.35128101289629843,0001450011-25-000509
2025-09-30,5960311683.27,10240123058.25,1.71805160575629,6.461116085377627,1634,0.010051667381449934,0.5766264966439526,3.055779669605734,2.385665856626624,0.43299239511986637,0.1300026958563845,0.47657649567827604,0.07397817050642089,0.07418188141421368,0.2069872225873635,0.03781176144661987,0.0004617725107215592,0.5876850045463176,0.1337015138582142,320,0.6065791915346606,0.3551472745079981,0001099263-25-004548
2025-12-31,6847333359.58,13153433609.36,1.9209570965253548,6.241161926099255,1744,0.01065613770328769,0.5918031582631399,3.1454834146896427,2.154598952898787,0.3386202625443988,0.11727211835098961,0.4830541823465251,0.07868002380689482,0.08344795876325364,0.1968759148833785,0.03532511887791995,0.0053446829710383165,0.5444916554316389,0.10600846921735435,327,0.6003263006975147,0.35900389745352695,0001099263-26-003084
2026-03-31,7740454015.03,15446227533.65,1.9955195785230868,6.531115378635071,1944,0.009049157627445518,0.6593787779178762,3.2555398664483035,2.313050886827161,0.29409668981428305,0.134003374284497,0.43461941772503343,0.07715374527628627,0.09292990291900945,0.21450314664587247,0.03822151353910286,0.008568899610198464,0.6122015929361003,0.21650421817453366,418,0.5686227920095304,0.3845867948411682,0001099263-26-007309
