,SHY,IEF,TLT,TIP,LQD,HYG,MBB,BOND,AGG,MOVE,JAAA,BKLN,CMBS,SGOV,BIL,USFR
2002-10-01,52.03096008300781,43.19767761230469,39.57021713256836,,39.178871154785156,,,,,,,,,,,
2002-10-02,52.075504302978516,43.34242630004883,39.797142028808594,,39.16789627075195,,,,,,,,,,,
2002-10-03,52.08182907104492,43.31752014160156,39.69925308227539,,39.14955139160156,,,,,,,,,,,
2002-10-04,52.037315368652344,43.36243438720703,39.82381057739258,,39.0578498840332,,,,,,,,,,,
2002-10-07,52.100894927978516,43.532100677490234,39.89056396484375,,38.87446212768555,,,,,,,,,,,
2002-10-08,52.05005645751953,43.45222473144531,39.903934478759766,,38.51143264770508,,,,,,,,,,,
2002-10-09,52.1580810546875,43.67192459106445,40.10858154296875,,38.368385314941406,,,,,,,,,,,
2002-10-10,52.10723876953125,43.422306060791016,39.79269027709961,,38.36103820800781,,,,,,,,,,,
2002-10-11,52.02458190917969,43.11286544799805,39.32111358642578,,38.47110366821289,,,,,,,,,,,
2002-10-14,52.037315368652344,43.07789993286133,39.26324462890625,,38.54074478149414,,,,,,,,,,,
2002-10-15,51.840293884277344,42.35408401489258,38.33338165283203,,38.08598327636719,,,,,,,,,,,
2002-10-16,51.85936737060547,42.35408401489258,38.3511962890625,,37.99430847167969,,,,,,,,,,,
2002-10-17,51.81486892700195,42.12947082519531,37.88405990600586,,37.70824432373047,,,,,,,,,,,
2002-10-18,51.85936737060547,42.25425720214844,37.98191452026367,,37.80727767944336,,,,,,,,,,,
2002-10-21,51.74489212036133,41.92978286743164,37.612640380859375,,37.58354949951172,,,,,,,,,,,
2002-10-22,51.73857498168945,41.90985107421875,37.50590133666992,,37.737586975097656,,,,,,,,,,,
2002-10-23,51.776737213134766,41.99970245361328,37.51922607421875,,37.8109130859375,,,,,,,,,,,
2002-10-24,51.86568832397461,42.19937515258789,37.84842300415039,,37.953941345214844,,,,,,,,,,,
2002-10-25,51.95465850830078,42.38404846191406,37.986351013183594,,38.21433639526367,,,,,,,,,,,
2002-10-28,52.02458190917969,42.4339485168457,37.9329719543457,,38.32069396972656,,,,,,,,,,,
2002-10-29,52.13898849487305,42.81834030151367,38.42683029174805,,38.54438018798828,,,,,,,,,,,
2002-10-30,52.13267135620117,42.81332778930664,38.41345977783203,,38.5517463684082,,,,,,,,,,,
2002-10-31,52.22166442871094,43.032955169677734,38.58699035644531,,38.9661865234375,,,,,,,,,,,
2002-11-01,52.166290283203125,42.77498245239258,38.4256706237793,,38.68868637084961,,,,,,,,,,,
